symbol,strategy,signalDate,footprintScore,deliveryRatio,volumeRatio,entryDate,exitDate,entryPrice,stop,target,exitName,exitReason,holdSessions,netReturnPct,netR
DIACABS,Relative-strength leader breakout,2026-05-26,86,3.349,3.628,2026-05-27,2026-06-01,210.42,190.52,260.17,2.5R fixed target,Stop,4,-9.757,-1.032
MARKSANS,Relative-strength leader breakout,2026-05-26,100,6.983,16.909,2026-05-27,2026-06-01,259.32,238.34,311.76,2.5R fixed target,Stop,4,-8.389,-1.037
TATATECH,Relative-strength leader breakout,2026-05-26,84,2.636,1.077,2026-05-27,2026-06-02,711,674.62,801.96,2.5R fixed target,Time Exit,5,3.49,0.682
ADANIENSOL,Relative-strength leader breakout,2026-05-27,86,1.843,1.922,2026-05-29,2026-06-04,1561.92,1437.81,1872.2,2.5R fixed target,Time Exit,5,-2.984,-0.375
ADANIGREEN,Relative-strength leader breakout,2026-05-27,57,1.43,1.506,2026-05-29,2026-06-02,1521.04,1412.49,1792.41,2.5R fixed target,Stop,3,-7.437,-1.042
CEMPRO,Relative-strength leader breakout,2026-05-27,53,0.934,0.322,2026-05-29,2026-06-04,1001.9,918.84,1209.54,2.5R fixed target,Time Exit,5,12.216,1.474
CGPOWER,Relative-strength leader breakout,2026-05-27,88,2.148,2.353,2026-05-29,2026-06-02,939.88,890.75,1062.69,2.5R fixed target,Stop,3,-5.527,-1.057
DREDGECORP,Relative-strength leader breakout,2026-05-27,100,3.235,1.518,2026-05-29,2026-06-04,1222.44,1101.15,1525.67,2.5R fixed target,Time Exit,5,-1.841,-0.186
EMMVEE,Relative-strength leader breakout,2026-05-27,77,1.261,1.167,2026-05-29,2026-06-04,315.53,292.59,372.87,2.5R fixed target,Time Exit,5,4.112,0.566
GRANULES,Relative-strength leader breakout,2026-05-27,90,8.917,8.697,2026-05-29,2026-06-04,801.6,761.91,900.83,2.5R fixed target,Time Exit,5,-1.579,-0.319
GVT&D,Relative-strength leader breakout,2026-05-27,94,1.857,1.807,2026-05-29,2026-06-01,5193.87,4791.08,6200.84,2.5R fixed target,Stop,2,-8.055,-1.039
HFCL,Relative-strength leader breakout,2026-05-27,81,1.218,0.806,2026-05-29,2026-06-04,176.79,159.58,219.82,2.5R fixed target,Time Exit,5,11.175,1.148
HINDALCO,Relative-strength leader breakout,2026-05-27,69,1.124,1.509,2026-05-29,2026-06-04,1176,1100.57,1364.57,2.5R fixed target,Time Exit,5,-4.586,-0.715
HONASA,Relative-strength leader breakout,2026-05-27,90,3.847,1.227,2026-05-29,2026-06-01,423.6,397.82,488.03,2.5R fixed target,Stop,2,-6.385,-1.049
JSWENERGY,Relative-strength leader breakout,2026-05-27,62,3.93,2.86,2026-05-29,2026-06-02,610.12,576.87,693.24,2.5R fixed target,Stop,3,-5.75,-1.055
KIRLOSENG,Relative-strength leader breakout,2026-05-27,80,1.558,1.459,2026-05-29,2026-06-04,1839.67,1692.56,2207.45,2.5R fixed target,Time Exit,5,5.692,0.712
OFSS,Relative-strength leader breakout,2026-05-27,71,1.237,1.699,2026-05-29,2026-06-04,10401.26,9826.32,11838.6,2.5R fixed target,Stop,5,-5.828,-1.054
OLAELEC,Relative-strength leader breakout,2026-05-27,90,2.473,1.872,2026-05-29,2026-06-04,39.7,36.36,48.05,2.5R fixed target,Time Exit,5,8.818,1.048
ONEPOINT,Relative-strength leader breakout,2026-05-27,87,1.394,1.461,2026-05-29,2026-06-01,65.6,60.68,77.91,2.5R fixed target,Stop,2,-7.806,-1.04
POWERINDIA,Relative-strength leader breakout,2026-05-27,100,1.571,1.858,2026-05-29,2026-06-02,37770.39,35181.64,44242.26,2.5R fixed target,Stop,3,-7.154,-1.044
STOVEKRAFT,Relative-strength leader breakout,2026-05-27,82,3.353,2.528,2026-05-29,2026-06-04,611.12,563.23,730.85,2.5R fixed target,Time Exit,5,6.602,0.842
SUPRIYA,Relative-strength leader breakout,2026-05-27,100,3.433,2.514,2026-05-29,2026-06-04,887.3,766.66,1188.9,2.5R fixed target,Time Exit,5,7.003,0.515
ASHAPURMIN,Relative-strength leader breakout,2026-05-29,100,6.412,11.049,2026-06-01,2026-06-03,757.01,699.25,901.4,2.5R fixed target,Stop,3,-7.93,-1.039
ATLANTAELE,Relative-strength leader breakout,2026-05-29,63,0.984,0.681,2026-06-01,2026-06-23,2010,1822.57,2478.58,2.5R fixed target,Time Exit,5,-6.613,-0.709
BLISSGVS,Relative-strength leader breakout,2026-05-29,100,1.795,2.008,2026-06-02,2026-06-02,438.88,398.52,539.77,2.5R fixed target,Stop,1,-9.495,-1.033
CPPLUS,Relative-strength leader breakout,2026-05-29,70,6.514,2.928,2026-06-01,2026-06-05,3074.7,2694.28,4025.74,2.5R fixed target,Time Exit,5,13.594,1.099
KERNEX,Relative-strength leader breakout,2026-05-29,92,5.455,6.902,2026-06-01,2026-06-05,1750.49,1588.29,2155.99,2.5R fixed target,Time Exit,5,4.59,0.495
MON100,Relative-strength leader breakout,2026-05-29,63,0.817,0.792,2026-06-02,2026-06-08,337.4,330.04,355.81,2.5R fixed target,Stop,5,-2.482,-1.137
NETWEB,Relative-strength leader breakout,2026-05-29,100,5.042,7.458,2026-06-01,2026-06-05,4769.52,4377.5,5749.58,2.5R fixed target,Time Exit,5,-2.47,-0.301
PAISALO,Relative-strength leader breakout,2026-05-29,82,2.287,2.057,2026-06-01,2026-06-05,52.5,48.51,62.48,2.5R fixed target,Time Exit,5,9.918,1.305
RAIN,Relative-strength leader breakout,2026-05-29,92,2.445,1.77,2026-06-01,2026-06-05,193.94,177.11,235.99,2.5R fixed target,Time Exit,5,1.326,0.153
RRKABEL,Relative-strength leader breakout,2026-05-29,66,1.91,1.71,2026-06-01,2026-06-02,2121.23,1969.32,2501.02,2.5R fixed target,Stop,2,-7.462,-1.042
SHAILY,Relative-strength leader breakout,2026-05-29,100,3.988,3.749,2026-06-01,2026-06-05,3025.94,2740.91,3738.5,2.5R fixed target,Time Exit,5,0.921,0.098
SJS,Relative-strength leader breakout,2026-05-29,81,1.162,1.063,2026-06-01,2026-06-01,2124.14,2002.95,2427.11,2.5R fixed target,Stop,1,-6.005,-1.053
SKIPPER,Relative-strength leader breakout,2026-05-29,100,4.763,3.918,2026-06-01,2026-06-05,570,515.78,705.56,2.5R fixed target,Time Exit,5,-2.651,-0.279
UTLSOLAR,Relative-strength leader breakout,2026-05-29,67,3.35,2.736,2026-06-01,2026-06-01,335,304.31,411.72,2.5R fixed target,Stop,1,-9.46,-1.033
WOCKPHARMA,Relative-strength leader breakout,2026-05-29,100,4.624,4.03,2026-06-01,2026-06-02,2377,1945.19,3456.51,2.5R fixed target,Stop,2,-18.466,-1.017
COFFEEDAY,Relative-strength leader breakout,2026-06-01,60,0.92,0.163,2026-06-02,2026-06-04,41.7,34.92,58.65,2.5R fixed target,Time Exit,3,-3.298,-0.203
COFORGE,Relative-strength leader breakout,2026-06-01,83,1.618,1.217,2026-06-02,2026-06-04,1501.2,1406.18,1738.73,2.5R fixed target,Stop,3,-6.629,-1.047
ICIL,Relative-strength leader breakout,2026-06-01,77,6.583,15.866,2026-06-02,2026-06-02,354.61,331.93,411.3,2.5R fixed target,Stop,1,-6.694,-1.047
NSLNISP,Relative-strength leader breakout,2026-06-01,67,9.252,16.851,2026-06-02,2026-06-08,52.73,48.77,62.63,2.5R fixed target,Stop,5,-7.811,-1.04
RUBICON,Relative-strength leader breakout,2026-06-01,84,6.698,23.402,2026-06-02,2026-06-05,1215,1127.21,1434.48,2.5R fixed target,Stop,4,-7.526,-1.042
STYLAMIND,Relative-strength leader breakout,2026-06-01,63,0.994,0.736,2026-06-02,2026-06-08,2987.76,2772.84,3525.08,2.5R fixed target,Time Exit,5,3.5,0.487
ACMESOLAR,Relative-strength leader breakout,2026-06-02,84,4.818,6.004,2026-06-04,2026-06-10,338.58,316.2,394.51,2.5R fixed target,Time Exit,5,-0.795,-0.12
EXIDEIND,Relative-strength leader breakout,2026-06-02,100,1.764,1.312,2026-06-03,2026-06-08,408.82,384.15,470.49,2.5R fixed target,Stop,4,-6.334,-1.05
IFCI,Relative-strength leader breakout,2026-06-02,92,2.256,3.056,2026-06-03,2026-06-09,72.34,67.29,84.98,2.5R fixed target,Time Exit,5,6.232,0.892
RPEL,Relative-strength leader breakout,2026-06-02,63,0.814,0.686,2026-06-03,2026-06-09,1022.04,924.03,1267.07,2.5R fixed target,Time Exit,5,14.226,1.483
SKYGOLD,Relative-strength leader breakout,2026-06-02,64,1.874,1.545,2026-06-03,2026-06-08,568.13,519.66,689.32,2.5R fixed target,Stop,4,-8.832,-1.035
THANGAMAYL,Relative-strength leader breakout,2026-06-02,62,1.712,1.66,2026-06-03,2026-06-04,4636.15,4258.29,5580.81,2.5R fixed target,Target,2,20.076,2.463
J&KBANK,Relative-strength leader breakout,2026-06-03,100,2.927,2.952,2026-06-04,2026-06-10,149.61,141.06,170.99,2.5R fixed target,Time Exit,5,2.842,0.497
JARO,Relative-strength leader breakout,2026-06-03,53,0.761,0.299,2026-06-04,2026-06-08,606.11,558.88,724.18,2.5R fixed target,Stop,3,-8.092,-1.038
KPRMILL,Relative-strength leader breakout,2026-06-03,90,5.526,5.866,2026-06-04,2026-06-08,1112.22,1046.19,1277.28,2.5R fixed target,Stop,3,-6.236,-1.051
PREMIERENE,Relative-strength leader breakout,2026-06-03,55,0.864,0.923,2026-06-05,2026-06-11,1097.89,1034.13,1257.3,2.5R fixed target,Time Exit,5,-3.933,-0.677
RRKABEL,Relative-strength leader breakout,2026-06-03,100,2.128,2.125,2026-06-04,2026-06-10,2173.34,2013,2574.18,2.5R fixed target,Time Exit,5,-0.569,-0.077
SOTL,Relative-strength leader breakout,2026-06-03,90,9.274,19.946,2026-06-04,2026-06-10,527,485.31,631.23,2.5R fixed target,Time Exit,5,4.169,0.527
BBOX,Relative-strength leader breakout,2026-06-04,53,0.671,0.374,2026-06-05,2026-06-09,1100,986.58,1383.54,2.5R fixed target,Stop,3,-10.611,-1.029
KWIL,Relative-strength leader breakout,2026-06-04,100,6.723,9.219,2026-06-05,2026-06-08,36.45,33.87,42.9,2.5R fixed target,Stop,2,-7.374,-1.042
SAMMAANCAP,Relative-strength leader breakout,2026-06-04,63,0.981,0.871,2026-06-05,2026-06-11,185.82,172.36,219.48,2.5R fixed target,Stop,5,-7.545,-1.041
TATATECH,Relative-strength leader breakout,2026-06-04,100,1.405,1.083,2026-06-05,2026-06-11,753.15,708.1,865.78,2.5R fixed target,Time Exit,5,-3.182,-0.532
ZEEL,Relative-strength leader breakout,2026-06-04,100,3.996,2.579,2026-06-05,2026-06-11,107.72,97.78,132.55,2.5R fixed target,Time Exit,5,3.167,0.343
ACUTAAS,Relative-strength leader breakout,2026-06-05,80,2.217,2.578,2026-06-08,2026-06-11,3355.6,3135.96,3904.69,2.5R fixed target,Stop,4,-6.845,-1.046
ADANIENSOL,Relative-strength leader breakout,2026-06-05,51,1.144,1.336,2026-06-08,2026-06-11,1594.58,1480.18,1880.58,2.5R fixed target,Stop,4,-7.474,-1.042
EQUITASBNK,Relative-strength leader breakout,2026-06-05,100,8.01,5.192,2026-06-08,2026-06-12,74.4,70.13,85.08,2.5R fixed target,Time Exit,5,1.234,0.215
GREAVESCOT,Relative-strength leader breakout,2026-06-05,86,3.108,2.991,2026-06-08,2026-06-10,193.79,181.43,224.67,2.5R fixed target,Stop,3,-6.675,-1.047
PANACEABIO,Relative-strength leader breakout,2026-06-05,85,5.866,24.017,2026-06-09,2026-06-11,578.81,523.52,717.01,2.5R fixed target,Stop,3,-9.851,-1.031
PARAS,Relative-strength leader breakout,2026-06-05,92,3.367,6.663,2026-06-09,2026-06-15,995.99,907.62,1216.91,2.5R fixed target,Time Exit,5,10.961,1.235
SHILPAMED,Relative-strength leader breakout,2026-06-05,93,1.356,1.179,2026-06-08,2026-06-12,544.09,500.12,653.99,2.5R fixed target,Time Exit,5,0.19,0.023
WEWORK,Relative-strength leader breakout,2026-06-05,68,3.595,1.037,2026-06-08,2026-06-12,647.29,585.28,802.32,2.5R fixed target,Time Exit,5,-1.527,-0.159
CAPLIPOINT,Relative-strength leader breakout,2026-06-08,88,2.324,2.726,2026-06-09,2026-06-15,2152.3,2039.56,2434.14,2.5R fixed target,Gap Target,5,12.835,2.45
GULPOLY,Relative-strength leader breakout,2026-06-08,76,2.741,7.871,2026-06-09,2026-06-15,218.84,198.81,268.91,2.5R fixed target,Time Exit,5,-3.086,-0.337
INOXINDIA,Relative-strength leader breakout,2026-06-08,100,4.764,6.384,2026-06-09,2026-06-15,1700.79,1574.03,2017.7,2.5R fixed target,Time Exit,5,4.733,0.635
NRBBEARING,Relative-strength leader breakout,2026-06-08,72,5.235,23.316,2026-06-10,2026-06-16,451.9,419,534.15,2.5R fixed target,Time Exit,5,-6.065,-0.833
PAISALO,Relative-strength leader breakout,2026-06-08,100,1.603,1.759,2026-06-09,2026-06-15,60.62,56,72.18,2.5R fixed target,Time Exit,5,-4.36,-0.571
SFL,Relative-strength leader breakout,2026-06-08,88,1.955,1.492,2026-06-09,2026-06-15,679.36,633.33,794.42,2.5R fixed target,Time Exit,5,4.152,0.613
THYROCARE,Relative-strength leader breakout,2026-06-08,88,2.478,3.466,2026-06-09,2026-06-15,550.1,514.2,639.83,2.5R fixed target,Time Exit,5,-2.936,-0.45
VENUSREM,Relative-strength leader breakout,2026-06-08,100,3.406,3.756,2026-06-09,2026-06-10,1718.53,1601.76,2010.47,2.5R fixed target,Gap Stop,2,-8.885,-1.308
CARTRADE,Relative-strength leader breakout,2026-06-09,100,2.301,2.83,2026-06-10,2026-06-16,2218.43,2038.08,2669.3,2.5R fixed target,Time Exit,5,7.154,0.88
CEMPRO,Relative-strength leader breakout,2026-06-09,100,1.704,2.066,2026-06-10,2026-06-16,1240,1089.56,1616.11,2.5R fixed target,Time Exit,5,-6.574,-0.542
CHENNPETRO,Relative-strength leader breakout,2026-06-09,93,1.232,0.976,2026-06-10,2026-06-11,1240.48,1159.33,1443.35,2.5R fixed target,Stop,2,-6.842,-1.046
CUPID,Relative-strength leader breakout,2026-06-09,52,1.812,1.524,2026-06-10,2026-06-16,147,139.05,166.88,2.5R fixed target,Time Exit,5,11.87,2.195
DATAPATTNS,Relative-strength leader breakout,2026-06-09,70,3.267,4.007,2026-06-10,2026-06-11,4629.24,4280.15,5501.96,2.5R fixed target,Stop,2,-7.841,-1.04
DEEPAKFERT,Relative-strength leader breakout,2026-06-09,88,1.683,1.186,2026-06-10,2026-06-16,1531.9,1425.95,1796.78,2.5R fixed target,Time Exit,5,-0.098,-0.014
GRWRHITECH,Relative-strength leader breakout,2026-06-09,78,1.763,1.361,2026-06-10,2026-06-16,6292.56,5742,7668.97,2.5R fixed target,Time Exit,5,1.098,0.125
MSTCLTD,Relative-strength leader breakout,2026-06-09,92,6.539,9.368,2026-06-11,2026-06-16,573.14,528.45,684.88,2.5R fixed target,Target,4,19.195,2.462
NEPHROPLUS,Relative-strength leader breakout,2026-06-09,78,1.873,1.111,2026-06-10,2026-06-16,725.45,671.92,859.26,2.5R fixed target,Time Exit,5,2.133,0.289
NIITLTD,Relative-strength leader breakout,2026-06-09,93,1.356,0.756,2026-06-10,2026-06-11,99,90.41,120.46,2.5R fixed target,Stop,2,-8.971,-1.035
SEDEMAC,Relative-strength leader breakout,2026-06-09,80,1.885,2.922,2026-06-10,2026-06-16,2665.22,2451.19,3200.28,2.5R fixed target,Time Exit,5,3.939,0.491
SHADOWFAX,Relative-strength leader breakout,2026-06-09,65,1.159,0.978,2026-06-10,2026-06-16,219.44,200.63,266.46,2.5R fixed target,Time Exit,5,-2.099,-0.245
STOVEKRAFT,Relative-strength leader breakout,2026-06-09,71,1.311,0.984,2026-06-11,2026-06-17,674.4,622.3,804.65,2.5R fixed target,Time Exit,5,-0.967,-0.125
TRUALT,Relative-strength leader breakout,2026-06-09,62,1.903,1.575,2026-06-10,2026-06-11,538.7,495.26,647.3,2.5R fixed target,Stop,2,-8.364,-1.037
AEGISLOG,Relative-strength leader breakout,2026-06-10,67,3.13,5.732,2026-06-11,2026-06-11,834.57,786.12,955.69,2.5R fixed target,Target,1,14.214,2.448
CARYSIL,Relative-strength leader breakout,2026-06-10,100,4.181,2.954,2026-06-11,2026-06-17,1205,1094.29,1481.78,2.5R fixed target,Time Exit,5,-1.727,-0.188
NEOGEN,Relative-strength leader breakout,2026-06-10,94,2.342,1.969,2026-06-11,2026-06-17,2039.87,1875.87,2449.87,2.5R fixed target,Time Exit,5,-5.505,-0.685
ABDL,Relative-strength leader breakout,2026-06-11,100,3.544,4.558,2026-06-12,2026-06-18,614.5,577.09,708.02,2.5R fixed target,Time Exit,5,2.678,0.44
AKUMS,Relative-strength leader breakout,2026-06-11,90,3.761,5.923,2026-06-12,2026-06-18,622.24,582.42,721.8,2.5R fixed target,Time Exit,5,-3.601,-0.563
APARINDS,Relative-strength leader breakout,2026-06-11,69,2.964,3.195,2026-06-12,2026-06-18,14999.94,13762.57,18093.38,2.5R fixed target,Time Exit,5,5.114,0.62
EPACKPEB,Relative-strength leader breakout,2026-06-11,82,5.182,18.574,2026-06-12,2026-06-18,236.28,213.28,293.77,2.5R fixed target,Time Exit,5,14.758,1.516
EMMVEE,Relative-strength leader breakout,2026-06-12,63,0.973,1.041,2026-06-15,2026-06-19,351.45,319.06,432.42,2.5R fixed target,Time Exit,5,-5.806,-0.63
GOLDIAM,Relative-strength leader breakout,2026-06-12,82,5.651,8.796,2026-06-15,2026-06-19,485.97,438.6,604.41,2.5R fixed target,Time Exit,5,-2.64,-0.271
KWIL,Relative-strength leader breakout,2026-06-12,92,1.743,1.796,2026-06-15,2026-06-19,37.69,33.87,47.24,2.5R fixed target,Time Exit,5,-4.917,-0.485
MAHABANK,Relative-strength leader breakout,2026-06-12,92,2.515,2.827,2026-06-15,2026-06-19,88.61,83.81,100.62,2.5R fixed target,Time Exit,5,1.483,0.274
POWERMECH,Relative-strength leader breakout,2026-06-12,92,3.684,4.798,2026-06-15,2026-06-19,2859.9,2638.13,3414.32,2.5R fixed target,Time Exit,5,-0.999,-0.129
RAYMOND,Relative-strength leader breakout,2026-06-12,81,1.263,0.695,2026-06-15,2026-06-19,588,539.76,708.6,2.5R fixed target,Time Exit,5,-0.564,-0.069
SENORES,Relative-strength leader breakout,2026-06-12,82,2.672,2.035,2026-06-15,2026-06-19,1299.1,1185.98,1581.9,2.5R fixed target,Time Exit,5,0.924,0.106
SHREEJISPG,Relative-strength leader breakout,2026-06-12,93,1.29,1.365,2026-06-15,2026-06-19,491.2,457.8,574.7,2.5R fixed target,Time Exit,5,1.614,0.237
VIMTALABS,Relative-strength leader breakout,2026-06-12,92,3.135,2.943,2026-06-15,2026-06-19,564.73,518.96,679.13,2.5R fixed target,Time Exit,5,0.882,0.109
AEGISLOG,Relative-strength leader breakout,2026-06-15,100,2.992,2.047,2026-06-17,2026-06-23,1007.01,927.17,1206.6,2.5R fixed target,Time Exit,5,4.535,0.572
APTECHT,Relative-strength leader breakout,2026-06-15,95,3.129,1.879,2026-06-16,2026-06-17,120.74,110.28,146.89,2.5R fixed target,Time Exit,2,-1.146,-0.132
AVALON,Relative-strength leader breakout,2026-06-15,90,1.517,0.884,2026-06-16,2026-06-22,1780.55,1609.63,2207.87,2.5R fixed target,Time Exit,5,-3.532,-0.368
BELRISE,Relative-strength leader breakout,2026-06-15,90,1.506,1.231,2026-06-17,2026-06-23,242.48,228.1,278.46,2.5R fixed target,Time Exit,5,-0.471,-0.079
CRAFTSMAN,Relative-strength leader breakout,2026-06-15,52,2.108,1.765,2026-06-16,2026-06-22,9433.5,8797.04,11024.65,2.5R fixed target,Time Exit,5,0.638,0.095
DIACABS,Relative-strength leader breakout,2026-06-15,80,1.916,1.644,2026-06-16,2026-06-22,218.44,196.77,272.6,2.5R fixed target,Time Exit,5,-5.238,-0.528
ELECON,Relative-strength leader breakout,2026-06-15,100,2.643,2.061,2026-06-16,2026-06-19,567.05,527.04,667.07,2.5R fixed target,Stop,4,-7.356,-1.043
EQUITASBNK,Relative-strength leader breakout,2026-06-15,100,1.788,1.677,2026-06-16,2026-06-22,79.66,74.62,92.25,2.5R fixed target,Time Exit,5,-4.178,-0.661
GRINDWELL,Relative-strength leader breakout,2026-06-15,53,1.185,1.149,2026-06-16,2026-06-22,2044.08,1920.05,2354.14,2.5R fixed target,Time Exit,5,2.94,0.484
INOXGREEN,Relative-strength leader breakout,2026-06-15,56,1.284,1.218,2026-06-16,2026-06-22,199.4,185.08,235.18,2.5R fixed target,Time Exit,5,2.565,0.357
MOTILALOFS,Relative-strength leader breakout,2026-06-15,94,2.448,2.501,2026-06-16,2026-06-22,948.95,885.27,1108.16,2.5R fixed target,Time Exit,5,-0.316,-0.047
NUVAMA,Relative-strength leader breakout,2026-06-15,52,2.188,2.068,2026-06-17,2026-06-23,1690.07,1594.35,1929.39,2.5R fixed target,Time Exit,5,1.27,0.224
ORCHPHARMA,Relative-strength leader breakout,2026-06-15,92,2.641,1.91,2026-06-16,2026-06-22,971.94,881.77,1197.36,2.5R fixed target,Time Exit,5,-1.719,-0.185
RATEGAIN,Relative-strength leader breakout,2026-06-15,58,1.198,0.942,2026-06-16,2026-06-22,844.64,786.48,990.03,2.5R fixed target,Time Exit,5,3.1,0.45
SANGHVIMOV,Relative-strength leader breakout,2026-06-15,90,3.897,2.01,2026-06-16,2026-06-22,427.65,392.59,515.29,2.5R fixed target,Time Exit,5,1.816,0.222
SUDEEPPHRM,Relative-strength leader breakout,2026-06-15,92,7.708,4.652,2026-06-16,2026-06-22,826.1,753.02,1008.8,2.5R fixed target,Time Exit,5,0.311,0.035
WABAG,Relative-strength leader breakout,2026-06-15,65,2.106,1.604,2026-06-16,2026-06-19,1663.72,1568.02,1902.97,2.5R fixed target,Target,4,14.08,2.448
ADVAIT,Relative-strength leader breakout,2026-06-16,65,1.172,0.935,2026-06-17,2026-06-23,2459.91,2214.26,3074.03,2.5R fixed target,Time Exit,5,-3.337,-0.334
AEGISVOPAK,Relative-strength leader breakout,2026-06-16,95,5.165,3.727,2026-06-18,2026-06-24,242,223.15,289.14,2.5R fixed target,Time Exit,5,-4.578,-0.588
BORORENEW,Relative-strength leader breakout,2026-06-16,83,1.272,0.672,2026-06-17,2026-06-23,566.53,527.29,664.64,2.5R fixed target,Time Exit,5,4.884,0.705
GVPIL,Relative-strength leader breakout,2026-06-16,55,0.893,0.693,2026-06-17,2026-06-23,1048.95,938.24,1325.72,2.5R fixed target,Time Exit,5,-1.654,-0.157
HCC,Relative-strength leader breakout,2026-06-16,92,2.861,2.485,2026-06-17,2026-06-23,25.82,23.41,31.86,2.5R fixed target,Time Exit,5,4.806,0.514
LLOYDSENGG,Relative-strength leader breakout,2026-06-16,100,5.165,11.57,2026-06-17,2026-06-23,81.16,74.23,98.48,2.5R fixed target,Time Exit,5,7.965,0.933
QUADFUTURE,Relative-strength leader breakout,2026-06-16,100,3.806,4.337,2026-06-17,2026-06-23,425.35,386.69,521.99,2.5R fixed target,Time Exit,5,-4.943,-0.544
RPTECH,Relative-strength leader breakout,2026-06-16,92,42.016,86.722,2026-06-17,2026-06-23,674.85,620.88,809.77,2.5R fixed target,Time Exit,5,8.688,1.086
SONATSOFTW,Relative-strength leader breakout,2026-06-16,90,15.465,21.036,2026-06-18,2026-06-23,313.02,289.09,372.85,2.5R fixed target,Stop,4,-7.945,-1.039
TITAGARH,Relative-strength leader breakout,2026-06-16,84,2.128,1.343,2026-06-17,2026-06-23,901.6,840.8,1053.6,2.5R fixed target,Time Exit,5,0.404,0.06
VADILALIND,Relative-strength leader breakout,2026-06-16,71,1.04,0.563,2026-06-17,2026-06-23,6241.46,5727.77,7525.68,2.5R fixed target,Time Exit,5,1.966,0.239
AGI,Relative-strength leader breakout,2026-06-17,100,2.99,3.212,2026-06-19,2026-06-24,740.23,696.5,849.56,2.5R fixed target,Stop,4,-6.208,-1.051
ASTRAMICRO,Relative-strength leader breakout,2026-06-17,78,1.932,1.384,2026-06-18,2026-06-24,1601.6,1471.63,1926.5,2.5R fixed target,Time Exit,5,3.509,0.432
AVL,Relative-strength leader breakout,2026-06-17,92,3.835,3.574,2026-06-18,2026-06-24,616.43,570.21,731.98,2.5R fixed target,Time Exit,5,4.237,0.565
BLISSGVS,Relative-strength leader breakout,2026-06-17,63,0.89,0.506,2026-06-18,2026-06-24,477.95,433.15,589.97,2.5R fixed target,Time Exit,5,-4.036,-0.43
CUPID,Relative-strength leader breakout,2026-06-17,100,1.646,1.317,2026-06-19,2026-06-25,171.34,159.43,201.12,2.5R fixed target,Time Exit,5,6.276,0.903
DATAPATTNS,Relative-strength leader breakout,2026-06-17,84,1.744,1.722,2026-06-18,2026-06-24,4804.29,4335.24,5976.91,2.5R fixed target,Time Exit,5,-4.134,-0.423
GNFC,Relative-strength leader breakout,2026-06-17,92,4.166,3.619,2026-06-18,2026-06-24,564.03,534.04,638.98,2.5R fixed target,Time Exit,5,-1.368,-0.257
GRWRHITECH,Relative-strength leader breakout,2026-06-17,63,0.866,0.867,2026-06-18,2026-06-24,6555.08,6038.9,7845.55,2.5R fixed target,Time Exit,5,1.438,0.183
KEI,Relative-strength leader breakout,2026-06-17,69,1.29,1.694,2026-06-18,2026-06-24,5684.35,5360.37,6494.28,2.5R fixed target,Time Exit,5,-4.968,-0.872
KIRLPNU,Relative-strength leader breakout,2026-06-17,92,5.201,8.528,2026-06-18,2026-06-24,1873.74,1735.66,2218.93,2.5R fixed target,Time Exit,5,1.592,0.216
KRISHNADEF,Relative-strength leader breakout,2026-06-17,62,2.03,2.083,2026-06-18,2026-06-24,1339,1205.49,1672.77,2.5R fixed target,Time Exit,5,-0.599,-0.06
NBCC,Relative-strength leader breakout,2026-06-17,50,1.533,1.267,2026-06-18,2026-06-24,113.43,106.05,131.86,2.5R fixed target,Time Exit,5,-4.308,-0.663
RELAXO,Relative-strength leader breakout,2026-06-17,78,1.94,0.511,2026-06-18,2026-06-24,368.18,333.33,455.32,2.5R fixed target,Time Exit,5,-0.092,-0.01
SUZLON,Relative-strength leader breakout,2026-06-17,81,1.176,1.403,2026-06-19,2026-06-25,59.62,55.85,69.05,2.5R fixed target,Time Exit,5,-4.458,-0.705
VMART,Relative-strength leader breakout,2026-06-17,82,3.748,3.42,2026-06-18,2026-06-24,771.84,723.88,891.73,2.5R fixed target,Time Exit,5,0.504,0.081
YESBANK,Relative-strength leader breakout,2026-06-17,90,3.4,3.188,2026-06-18,2026-06-24,25.51,24.11,29.02,2.5R fixed target,Time Exit,5,-2.538,-0.462
ZENTEC,Relative-strength leader breakout,2026-06-17,84,1.686,1.342,2026-06-18,2026-06-24,1900.79,1753.09,2270.04,2.5R fixed target,Time Exit,5,-3.351,-0.431
CARBORUNIV,Relative-strength leader breakout,2026-06-18,95,3.128,9.692,2026-06-19,2026-06-19,1270.54,1189.05,1474.25,2.5R fixed target,Stop,1,-6.714,-1.047
LLOYDSENT,Relative-strength leader breakout,2026-06-18,85,3.299,3.312,2026-06-22,2026-06-25,78.72,72.69,93.8,2.5R fixed target,Stop,4,-7.962,-1.039
NAM-INDIA,Relative-strength leader breakout,2026-06-18,55,1.095,0.948,2026-06-19,2026-06-25,1175,1099.42,1363.95,2.5R fixed target,Time Exit,5,-3.364,-0.523
NETWEB,Relative-strength leader breakout,2026-06-18,63,1.11,1.3,2026-06-19,2026-06-25,5218.92,4707.15,6498.32,2.5R fixed target,Time Exit,5,-5.572,-0.568
OLECTRA,Relative-strength leader breakout,2026-06-18,100,4.638,3.884,2026-06-19,2026-06-25,1456.91,1336.4,1758.19,2.5R fixed target,Time Exit,5,2.205,0.267
